Attrition,Age,Department,EmployeeNumber,Gender,HourlyRate,JobLevel,MaritalStatus,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
No,27,Sales,1371,Male,43,2,Single,3,20,4,0,8,3,3,6,2,0
Yes,55,Sales,1372,Male,85,4,Single,6,17,3,0,24,2,2,19,7,3
No,56,Research & Development,1373,Male,68,4,Married,4,12,3,1,33,0,3,19,16,15
No,34,Research & Development,1374,Female,92,1,Divorced,1,20,4,3,5,2,3,5,4,0
No,40,Research & Development,1375,Female,89,2,Divorced,5,20,4,3,15,0,3,12,11,11
No,34,Research & Development,1377,Male,86,2,Married,4,13,3,2,10,1,3,8,7,7
Yes,31,Sales,1379,Female,90,1,Single,7,14,3,0,3,3,4,1,0,0
Yes,35,Sales,1380,Female,67,2,Married,0,18,3,1,5,0,2,4,2,3
No,38,Research & Development,1382,Male,57,1,Divorced,1,11,3,3,4,2,3,4,2,0
No,34,Research & Development,1383,Female,98,2,Single,1,11,3,0,14,2,4,14,11,4
No,28,Sales,1387,Male,48,2,Married,1,11,3,1,5,0,3,5,3,0
Yes,31,Research & Development,1389,Male,98,2,Married,1,15,3,2,10,3,2,10,2,6
No,39,Sales,1390,Male,44,2,Married,3,12,3,2,8,2,4,5,4,1
No,51,Sales,1391,Male,52,3,Married,2,11,3,0,14,5,3,4,2,3
No,41,Research & Development,1392,Female,75,2,Divorced,3,14,3,2,12,4,2,6,2,3
No,37,Research & Development,1394,Male,54,1,Married,7,15,3,0,8,2,3,6,4,1
No,33,Sales,1395,Male,61,2,Married,6,13,3,0,8,2,4,5,4,1
No,32,Sales,1396,Male,36,2,Married,0,13,3,3,4,3,2,3,2,1
No,39,Research & Development,1397,Male,71,3,Married,3,21,4,1,13,2,3,6,4,0
No,25,Sales,1399,Male,93,2,Married,2,11,3,0,6,3,2,3,2,1
No,52,Research & Development,1401,Female,59,4,Married,2,11,3,1,24,3,2,5,3,0
No,43,Research & Development,1402,Female,73,2,Single,1,14,3,0,20,3,1,20,7,1
No,27,Sales,1403,Female,98,2,Married,1,11,3,0,6,3,3,6,2,4
Yes,27,Research & Development,1405,Female,51,1,Single,1,13,3,0,8,2,3,8,2,7
No,26,Research & Development,1407,Male,36,1,Single,0,12,3,0,5,2,3,4,3,1
No,42,Human Resources,1408,Female,31,4,Married,0,14,3,1,21,5,3,20,7,0
No,52,Research & Development,1409,Female,54,1,Married,9,13,3,0,12,2,1,5,4,0
No,37,Research & Development,1411,Female,94,1,Single,4,18,3,0,8,6,3,3,2,0
No,35,Research & Development,1412,Male,60,3,Single,2,11,3,0,10,2,3,2,2,2
No,25,Research & Development,1415,Male,81,1,Married,4,11,3,1,7,2,2,3,2,0
No,26,Research & Development,1417,Male,100,1,Single,0,12,3,0,8,2,3,7,7,0
No,29,Human Resources,1419,Male,51,3,Single,1,13,3,0,10,3,2,10,9,0
Yes,49,Research & Development,1420,Male,97,2,Single,3,20,4,0,20,2,3,4,3,1
Yes,29,Research & Development,1421,Female,84,3,Single,0,12,3,0,9,1,3,8,7,7
No,54,Research & Development,1422,Female,54,4,Single,6,19,3,0,29,3,2,20,7,12
No,58,Research & Development,1423,Female,76,5,Married,3,21,4,1,32,3,3,9,8,1
No,55,Research & Development,1424,Male,81,4,Divorced,2,13,3,2,31,4,4,7,7,0
No,36,Sales,1425,Female,99,2,Single,3,16,3,0,15,3,3,5,4,0
Yes,31,Sales,1427,Female,50,1,Single,1,12,3,0,1,3,3,1,0,0
No,30,Sales,1428,Female,73,2,Divorced,7,14,3,2,8,3,3,3,2,0
No,31,Research & Development,1430,Female,93,4,Single,3,11,3,0,9,3,4,3,2,1
No,34,Research & Development,1431,Male,91,1,Divorced,5,14,3,2,10,2,3,4,3,1
Yes,31,Research & Development,1433,Female,34,1,Single,1,12,3,0,1,3,4,1,0,0
No,27,Research & Development,1434,Male,91,1,Married,0,14,3,0,6,3,4,5,0,1
No,36,Research & Development,1435,Male,37,2,Single,1,16,3,0,10,2,2,10,4,1
No,36,Sales,1436,Female,98,2,Married,4,13,3,2,11,3,2,3,2,0
No,47,Research & Development,1438,Male,74,1,Married,7,12,3,1,17,2,2,6,5,1
Yes,25,Sales,1439,Male,68,1,Married,3,12,3,0,6,2,3,3,2,2
No,37,Research & Development,1440,Male,84,1,Single,0,14,3,0,7,2,1,6,5,1
No,56,Research & Development,1441,Female,90,1,Married,2,22,4,1,5,3,4,3,2,1
No,47,Research & Development,1443,Female,82,4,Married,3,19,3,2,26,2,4,20,17,5
No,24,Sales,1445,Female,42,2,Married,1,12,3,2,5,3,3,5,4,0
No,32,Sales,1446,Male,97,2,Married,4,12,3,1,7,3,2,4,3,0
No,34,Research & Development,1447,Female,86,1,Married,5,17,3,1,7,2,2,5,4,0
No,41,Research & Development,1448,Male,90,1,Married,2,12,3,0,7,5,2,4,2,0
No,40,Research & Development,1449,Male,81,2,Divorced,3,11,3,2,11,2,4,8,7,0
No,31,Sales,1453,Male,31,3,Divorced,1,18,3,1,13,5,3,13,7,9
Yes,46,Sales,1457,Male,52,3,Divorced,4,11,3,1,28,1,4,7,7,4
Yes,39,Research & Development,1458,Female,54,1,Single,2,23,4,0,11,2,4,1,0,0
Yes,31,Research & Development,1459,Female,100,3,Single,1,11,3,0,10,2,3,10,8,4
No,45,Research & Development,1460,Male,95,3,Divorced,2,18,3,1,24,2,3,7,7,0
No,31,Human Resources,1461,Female,96,1,Single,9,18,3,0,8,3,3,3,2,0
Yes,31,Research & Development,1464,Male,94,1,Married,6,13,3,1,7,2,1,2,2,2
No,45,Research & Development,1465,Male,55,3,Married,4,18,3,2,10,4,4,3,1,1
No,48,Sales,1466,Male,96,2,Divorced,4,11,3,3,15,3,3,2,2,2
Yes,34,Human Resources,1467,Female,52,1,Married,1,15,3,0,2,0,3,2,2,2
No,40,Research & Development,1468,Male,55,3,Divorced,2,11,3,1,16,5,3,9,8,4
No,28,Sales,1469,Male,84,2,Single,0,18,3,0,6,4,3,5,4,1
No,44,Research & Development,1471,Male,90,1,Single,3,14,3,0,7,5,3,5,2,0
No,53,Research & Development,1472,Male,39,4,Single,4,12,3,0,35,2,2,9,8,8
No,49,Research & Development,1473,Male,96,2,Married,2,14,3,1,20,0,2,3,2,1
No,40,Research & Development,1474,Male,68,1,Divorced,2,14,3,1,8,3,4,3,1,1
No,44,Research & Development,1475,Male,49,1,Single,1,13,3,0,6,3,2,5,2,1
No,33,Sales,1477,Male,54,2,Married,0,14,3,2,5,2,3,4,3,0
No,34,Sales,1478,Male,81,2,Single,3,18,3,0,15,2,3,13,9,3
No,30,Sales,1479,Male,96,2,Married,8,15,3,2,4,2,2,2,1,2
No,42,Research & Development,1480,Female,74,1,Single,1,13,3,0,12,3,3,12,9,5
No,44,Sales,1481,Female,79,2,Married,7,12,3,1,11,4,2,1,0,0
No,30,Research & Development,1482,Male,64,1,Divorced,1,13,3,2,1,2,2,1,0,0
No,57,Research & Development,1483,Male,93,2,Married,0,24,4,1,13,2,2,12,9,2
No,49,Research & Development,1484,Male,35,3,Divorced,3,14,3,2,29,3,3,8,7,0
No,34,Research & Development,1485,Male,71,4,Divorced,7,14,3,2,16,3,2,14,8,6
Yes,28,Sales,1486,Male,92,1,Married,3,15,3,1,5,3,4,3,2,1
Yes,29,Sales,1487,Female,51,2,Single,5,11,3,0,7,4,1,5,3,0
Yes,34,Sales,1489,Female,40,2,Single,0,23,4,0,16,2,4,15,9,10
No,35,Sales,1492,Male,76,1,Married,1,13,3,1,1,3,3,1,0,0
Yes,24,Research & Development,1494,Male,89,1,Single,2,11,3,0,4,2,2,0,0,0
No,24,Sales,1495,Female,78,1,Married,1,13,3,1,1,2,3,1,0,0
No,44,Research & Development,1496,Male,86,3,Single,5,18,3,0,16,2,2,2,2,2
No,29,Sales,1497,Male,77,2,Divorced,1,14,3,2,10,3,3,10,7,0
No,30,Human Resources,1499,Male,46,1,Divorced,0,21,4,1,6,3,4,5,3,1
No,55,Research & Development,1501,Male,30,2,Married,0,16,3,0,4,2,3,3,2,1
No,33,Research & Development,1502,Female,82,1,Married,8,11,3,0,8,5,3,5,4,0
No,47,Sales,1503,Female,78,2,Married,3,17,3,1,11,4,2,5,4,1
Yes,28,Research & Development,1504,Male,38,1,Single,7,11,3,0,8,2,2,0,0,0
No,28,Research & Development,1506,Male,72,1,Divorced,1,14,3,1,1,2,1,1,0,0
No,28,Sales,1507,Male,55,2,Single,0,14,3,0,5,5,3,4,2,1
No,49,Research & Development,1509,Female,43,2,Married,4,25,4,1,10,3,3,3,2,1
No,29,Research & Development,1513,Female,97,1,Married,0,13,3,3,4,3,3,3,2,0
No,28,Research & Development,1514,Male,96,2,Married,1,14,3,2,8,2,2,8,6,1
No,33,Research & Development,1515,Male,69,2,Single,2,17,3,0,14,6,3,0,0,0
No,32,Research & Development,1516,Male,64,3,Single,2,25,4,0,10,5,4,5,2,0
No,54,Research & Development,1520,Female,87,4,Divorced,3,20,4,1,26,2,3,14,9,1
Yes,29,Research & Development,1522,Male,100,1,Single,6,13,3,0,11,2,1,9,7,0
No,44,Research & Development,1523,Male,32,4,Married,3,13,3,1,24,1,4,20,6,14
No,39,Research & Development,1525,Female,32,3,Single,4,18,3,0,9,3,3,2,0,2
No,46,Sales,1527,Female,51,4,Married,8,12,3,1,23,2,4,13,12,5
No,35,Research & Development,1529,Female,91,3,Single,1,19,3,0,11,3,1,11,8,3
No,23,Research & Development,1533,Male,97,2,Single,0,14,3,0,5,2,3,4,3,1
Yes,40,Research & Development,1534,Male,86,1,Single,3,14,3,0,15,3,1,5,4,1
No,34,Sales,1535,Male,64,3,Married,1,14,3,0,10,3,3,10,9,8
Yes,31,Research & Development,1537,Female,33,1,Single,1,12,3,0,7,2,1,7,2,7
No,50,Research & Development,1539,Male,88,4,Single,1,13,3,0,32,2,3,32,6,13
No,34,Sales,1541,Male,55,1,Married,0,25,4,1,12,4,3,11,10,5
No,42,Research & Development,1542,Male,68,1,Married,4,14,3,1,4,3,3,1,0,0
No,37,Research & Development,1543,Male,47,2,Married,1,17,3,0,10,2,3,10,8,3
No,29,Research & Development,1544,Female,39,2,Married,3,13,3,1,9,3,3,7,7,0
No,33,Research & Development,1545,Male,44,2,Single,1,13,3,0,5,2,3,5,3,0
No,45,Research & Development,1546,Male,97,1,Married,4,20,4,1,8,3,3,5,4,0
No,42,Research & Development,1547,Male,40,3,Married,2,14,3,1,24,3,1,20,8,13
No,40,Sales,1548,Male,47,2,Married,0,12,3,0,9,5,4,8,4,7
No,33,Research & Development,1549,Male,79,2,Married,1,12,3,1,15,3,3,15,14,5
No,40,Human Resources,1550,Male,38,4,Single,1,21,4,0,21,2,3,21,7,7
No,24,Research & Development,1551,Male,57,1,Divorced,0,14,3,3,2,3,3,1,1,0
No,40,Research & Development,1552,Male,72,2,Divorced,3,18,3,0,8,2,3,2,2,2
No,45,Research & Development,1553,Male,66,3,Divorced,1,12,3,3,10,4,3,10,8,7
No,35,Sales,1554,Female,98,1,Married,0,23,4,2,6,5,3,5,3,4
No,32,Research & Development,1555,Female,67,2,Married,3,12,3,1,12,2,3,7,1,2
No,36,Sales,1556,Male,70,1,Single,3,21,4,0,7,3,2,3,2,1
No,48,Sales,1557,Female,96,2,Divorced,8,14,3,1,18,2,3,8,7,7
No,29,Research & Development,1558,Male,91,1,Married,6,18,3,2,5,2,2,1,0,0
No,33,Sales,1560,Male,46,2,Married,2,13,3,1,8,6,1,2,2,2
Yes,30,Sales,1562,Male,64,2,Married,1,11,3,1,10,4,3,10,8,6
No,38,Human Resources,1563,Male,71,2,Married,3,11,3,0,10,2,3,6,3,1
No,35,Research & Development,1564,Male,68,1,Single,1,19,3,0,3,3,3,3,0,1
No,30,Sales,1568,Male,33,3,Married,3,12,3,1,9,3,3,4,2,1
Yes,35,Research & Development,1569,Female,69,1,Divorced,1,12,3,1,1,2,3,1,0,0
Yes,53,Research & Development,1572,Female,78,3,Married,0,16,3,1,34,4,3,33,7,1
Yes,38,Research & Development,1573,Male,81,2,Married,4,11,3,2,7,2,3,5,2,1
No,32,Research & Development,1574,Male,62,2,Married,4,14,3,1,9,3,2,6,5,1
No,48,Research & Development,1576,Female,65,1,Married,8,12,3,1,10,3,2,8,2,7
No,34,Research & Development,1577,Male,35,1,Single,1,13,3,0,1,4,1,1,0,0
No,55,Sales,1578,Male,60,5,Married,1,21,4,1,36,3,3,36,6,2
No,34,Research & Development,1580,Male,45,2,Married,9,17,3,1,9,3,2,2,2,2
No,26,Research & Development,1581,Female,89,1,Married,1,21,4,0,1,5,3,1,0,0
No,38,Sales,1582,Male,80,2,Married,0,11,3,1,10,3,3,9,8,7
No,38,Sales,1583,Female,90,2,Single,2,12,3,0,8,5,4,3,2,1
No,36,Sales,1585,Female,73,2,Single,6,13,3,0,15,5,3,1,0,0
No,29,Research & Development,1586,Male,87,1,Single,1,18,3,0,10,3,3,10,9,1
No,35,Research & Development,1587,Female,51,2,Single,3,16,3,0,10,4,3,5,2,0
No,39,Sales,1588,Male,38,3,Married,2,11,3,1,11,3,3,7,6,7
No,29,Research & Development,1590,Male,87,2,Divorced,1,19,3,1,6,0,4,6,4,1
No,50,Sales,1591,Male,59,5,Married,4,16,3,1,27,2,3,1,0,0
No,23,Research & Development,1592,Male,45,1,Married,2,16,3,1,4,2,3,2,2,2
No,36,Research & Development,1594,Male,80,2,Married,3,13,3,1,9,3,3,3,2,0
No,42,Research & Development,1595,Male,93,5,Single,8,22,4,0,24,2,3,1,0,0
No,35,Research & Development,1596,Male,46,2,Married,1,17,3,2,10,3,2,10,9,6
No,34,Research & Development,1597,Male,92,2,Married,1,14,3,1,8,3,2,8,2,7
No,40,Sales,1598,Female,84,2,Married,1,15,3,1,5,2,3,5,4,1
No,43,Research & Development,1599,Male,87,1,Divorced,5,12,3,1,8,0,3,6,4,0
No,35,Research & Development,1601,Male,63,1,Married,1,18,3,1,1,5,2,1,0,0
No,46,Sales,1602,Male,56,4,Single,1,15,3,0,27,5,1,26,0,0
Yes,28,Research & Development,1604,Male,51,1,Married,1,17,3,3,1,3,3,1,1,0
No,22,Research & Development,1605,Female,85,1,Married,1,14,3,0,4,2,2,4,2,1
No,50,Research & Development,1606,Male,41,4,Married,2,15,3,1,32,3,3,30,8,12
No,32,Research & Development,1607,Female,35,1,Married,3,17,3,2,6,3,3,3,2,0
No,44,Research & Development,1608,Female,31,5,Divorced,0,14,3,1,23,4,2,22,7,1
No,30,Research & Development,1609,Male,48,1,Married,1,12,3,1,6,3,2,6,4,1
No,45,Research & Development,1611,Female,50,2,Single,1,14,3,0,10,3,3,10,7,1
No,45,Sales,1612,Male,52,2,Married,1,15,3,1,10,2,3,10,7,4
No,31,Sales,1613,Male,54,2,Single,7,13,3,0,10,3,3,5,2,0
No,36,Research & Development,1614,Female,76,2,Married,9,12,3,2,7,2,3,3,2,1
No,34,Research & Development,1615,Male,42,2,Divorced,1,13,3,1,9,3,3,9,7,7
No,49,Research & Development,1617,Female,84,1,Married,1,14,3,1,10,3,2,9,6,1
No,39,Research & Development,1618,Male,76,2,Married,2,13,3,3,10,3,3,7,7,7
No,27,Research & Development,1619,Male,67,1,Divorced,1,11,3,2,7,3,3,7,7,0
No,35,Research & Development,1621,Male,48,2,Married,1,11,3,0,16,2,3,16,15,1
No,28,Research & Development,1622,Female,39,2,Divorced,0,21,4,1,6,5,2,5,3,0
No,21,Research & Development,1623,Male,97,1,Single,1,18,3,0,3,2,3,2,2,2
Yes,18,Sales,1624,Female,70,1,Single,1,12,3,0,0,2,4,0,0,0
No,47,Human Resources,1625,Female,98,5,Married,3,11,3,1,27,2,3,5,2,1
No,39,Research & Development,1627,Male,76,2,Divorced,0,15,3,1,11,3,3,10,8,0
No,40,Research & Development,1628,Female,80,3,Married,1,13,3,2,18,2,3,18,15,14
No,35,Research & Development,1630,Female,52,2,Married,1,12,3,1,15,5,3,14,11,2
No,37,Research & Development,1631,Male,85,2,Married,3,17,3,3,9,2,2,4,3,0
No,39,Research & Development,1633,Female,81,2,Single,0,13,3,0,10,2,1,9,2,3
No,45,Research & Development,1635,Female,59,2,Divorced,1,19,3,2,10,3,3,10,7,3
No,38,Research & Development,1638,Female,54,3,Married,3,19,3,1,10,6,4,5,4,0
Yes,35,Sales,1639,Male,55,3,Married,9,17,3,0,15,3,3,13,12,6
No,37,Research & Development,1640,Female,71,1,Married,1,11,3,1,8,2,1,8,4,7
No,40,Research & Development,1641,Female,84,3,Single,6,15,3,0,18,2,2,4,2,3
No,44,Human Resources,1642,Male,37,2,Married,4,11,3,0,14,3,3,10,7,0
No,48,Research & Development,1644,Male,89,4,Married,2,25,4,1,23,3,3,2,2,2
Yes,35,Sales,1645,Male,59,2,Divorced,6,14,3,2,7,2,2,2,2,2
No,24,Research & Development,1646,Female,32,1,Single,1,13,3,0,6,2,3,6,3,1
No,27,Research & Development,1647,Female,86,1,Married,7,17,3,0,5,0,3,3,2,0
No,27,Research & Development,1648,Male,87,1,Single,2,13,3,0,6,0,2,4,2,1
Yes,40,Research & Development,1649,Male,73,1,Single,3,14,3,0,10,3,1,4,2,0
No,29,Sales,1650,Male,42,2,Single,9,11,3,0,8,2,3,5,2,1
No,36,Research & Development,1651,Female,42,3,Married,4,12,3,2,9,6,3,3,2,0
No,25,Research & Development,1653,Male,77,2,Divorced,1,17,3,2,7,6,3,7,7,0
No,39,Research & Development,1654,Male,66,2,Married,4,21,4,0,7,3,3,5,4,1
No,49,Research & Development,1655,Female,72,4,Married,3,16,3,2,27,2,3,4,2,1
No,50,Research & Development,1656,Female,50,3,Divorced,5,15,3,3,19,3,3,14,11,1
No,20,Sales,1657,Female,31,1,Single,1,19,3,0,2,3,3,2,2,2
No,34,Research & Development,1658,Female,66,2,Divorced,1,12,3,1,11,2,3,11,8,7
No,36,Research & Development,1659,Male,77,1,Single,2,11,3,0,15,4,3,4,3,1
No,49,Research & Development,1661,Female,41,4,Married,2,19,3,1,30,3,3,15,11,2
No,36,Research & Development,1662,Female,33,2,Married,0,15,3,0,4,6,3,3,2,1
No,36,Research & Development,1664,Male,79,2,Divorced,6,20,4,1,13,3,3,5,4,0
No,54,Research & Development,1665,Female,91,4,Married,3,25,4,1,36,6,3,10,8,4
No,43,Research & Development,1666,Male,65,4,Married,1,24,4,1,14,3,3,14,10,6
Yes,35,Sales,1667,Male,36,2,Single,3,24,4,0,13,2,4,11,9,6
No,38,Research & Development,1668,Male,90,2,Married,7,15,3,2,19,4,4,13,11,2
No,29,Sales,1669,Male,43,2,Divorced,1,13,3,1,10,3,2,10,0,0
No,33,Sales,1670,Male,93,2,Divorced,1,14,3,2,6,5,3,6,2,0
No,32,Research & Development,1671,Male,45,2,Divorced,0,13,3,2,10,4,2,9,5,1
No,31,Sales,1673,Female,67,2,Married,1,11,3,2,10,2,3,10,0,0
No,49,Research & Development,1674,Female,74,1,Divorced,4,16,3,1,17,2,2,2,2,2
No,38,Research & Development,1675,Female,42,1,Single,1,22,4,0,4,3,3,4,3,3
No,47,Sales,1676,Female,47,4,Divorced,6,14,3,3,29,2,3,3,2,1
No,49,Research & Development,1677,Male,36,4,Single,4,14,3,0,23,2,3,8,7,0
No,41,Sales,1678,Male,80,3,Single,3,16,3,0,21,2,3,2,0,0
No,20,Sales,1680,Male,54,1,Single,1,11,3,0,2,3,3,2,2,0
No,33,Sales,1681,Female,36,2,Divorced,1,25,4,1,7,2,3,6,5,1
No,36,Research & Development,1682,Male,80,2,Married,6,14,3,2,10,2,2,3,2,0
No,44,Human Resources,1683,Female,44,1,Divorced,4,18,3,3,8,2,3,2,2,2
Yes,23,Research & Development,1684,Male,93,1,Single,1,11,3,0,5,2,3,5,4,1
No,38,Research & Development,1687,Female,87,1,Married,7,19,3,1,7,5,2,0,0,0
No,53,Research & Development,1689,Male,48,3,Married,3,15,3,0,11,2,3,4,3,1
Yes,48,Sales,1691,Female,95,1,Married,2,11,3,2,19,3,3,9,7,7
Yes,32,Research & Development,1692,Male,95,1,Single,1,12,3,0,1,2,3,1,0,0
No,26,Research & Development,1693,Male,76,1,Single,1,20,4,0,7,5,3,7,7,5
No,55,Research & Development,1694,Male,94,1,Divorced,5,12,3,1,8,1,3,4,2,1
No,34,Research & Development,1696,Male,57,2,Married,1,14,3,1,15,3,4,15,10,4
No,60,Research & Development,1697,Male,92,3,Divorced,3,20,4,1,19,2,4,1,0,0
No,33,Research & Development,1698,Male,79,1,Married,1,18,3,3,14,6,3,14,11,2
No,37,Sales,1700,Male,31,2,Divorced,1,14,3,2,6,2,2,6,3,1
No,34,Research & Development,1701,Female,35,1,Married,1,12,3,0,10,3,3,10,9,8
Yes,23,Sales,1702,Male,99,1,Divorced,1,21,4,1,3,2,3,3,2,0
No,44,Research & Development,1703,Female,96,3,Married,1,19,3,1,9,2,3,8,7,6
No,35,Research & Development,1704,Male,79,1,Single,0,14,3,0,6,2,4,5,4,1
No,43,Sales,1706,Male,73,2,Married,1,17,3,1,10,3,3,10,9,8
No,24,Research & Development,1707,Male,62,1,Married,1,16,3,1,5,1,3,5,3,0
No,41,Sales,1708,Male,35,3,Single,1,12,3,0,10,3,3,10,8,8
No,29,Research & Development,1709,Female,43,1,Married,9,17,3,1,9,2,3,5,3,1
No,36,Sales,1710,Female,51,2,Single,3,15,3,0,17,2,2,13,7,6
No,45,Research & Development,1712,Male,74,3,Married,3,23,4,1,25,3,2,23,15,14
Yes,24,Human Resources,1714,Male,58,1,Married,1,11,3,1,1,2,3,1,0,0
Yes,47,Sales,1716,Male,82,4,Married,7,11,3,0,25,3,1,23,5,14
No,26,Research & Development,1718,Male,62,1,Married,1,15,3,3,3,3,4,3,2,0
No,45,Research & Development,1719,Female,48,4,Single,1,11,3,0,21,2,3,21,6,8
No,32,Research & Development,1720,Male,56,1,Married,6,13,3,1,10,3,2,5,2,1
No,31,Research & Development,1721,Male,69,1,Married,1,14,3,1,6,2,4,5,2,0
No,41,Human Resources,1722,Male,60,2,Married,6,19,3,1,10,4,3,3,2,1
No,40,Research & Development,1724,Female,92,2,Married,2,16,3,1,18,3,3,1,0,0
No,24,Research & Development,1725,Male,91,1,Divorced,1,13,3,3,6,2,4,6,2,1
No,46,Research & Development,1727,Male,34,2,Single,6,14,3,0,19,3,3,10,7,0
No,35,Research & Development,1728,Male,49,2,Married,2,16,3,1,17,3,3,7,7,0
No,30,Research & Development,1729,Male,33,1,Married,1,12,3,1,10,2,2,10,0,0
No,47,Sales,1731,Male,87,2,Married,7,11,3,1,4,3,1,1,0,0
No,46,Sales,1732,Male,74,3,Divorced,4,12,3,1,13,5,2,10,6,0
Yes,36,Sales,1733,Male,96,2,Divorced,5,13,3,3,16,3,3,2,2,2
Yes,32,Sales,1734,Male,34,2,Single,6,15,3,0,10,2,3,0,0,0
No,23,Research & Development,1735,Female,51,1,Single,1,13,3,0,3,3,1,3,2,1
No,31,Research & Development,1736,Female,30,2,Single,2,20,4,0,9,3,2,5,4,1
No,39,Research & Development,1737,Male,77,2,Married,1,15,3,1,9,2,3,9,8,5
No,32,Sales,1739,Male,80,3,Married,3,13,3,1,10,2,1,4,3,0
No,40,Sales,1740,Male,88,5,Single,1,14,3,0,21,3,2,21,8,12
No,45,Human Resources,1744,Female,56,3,Married,4,21,4,2,9,2,4,5,0,0
No,30,Research & Development,1745,Female,78,1,Single,0,16,3,0,10,2,3,9,7,0
No,24,Human Resources,1746,Male,59,1,Married,0,14,3,1,3,2,3,2,2,2
Yes,30,Human Resources,1747,Female,66,1,Divorced,6,11,3,1,6,0,2,4,2,1
No,31,Sales,1749,Male,51,2,Married,1,19,3,1,6,3,3,5,2,0
No,27,Research & Development,1751,Female,67,1,Single,1,11,3,0,6,5,2,6,2,1
Yes,29,Sales,1752,Female,52,1,Single,1,13,3,0,2,3,3,2,2,2
No,29,Research & Development,1753,Male,70,2,Single,8,12,3,0,10,5,4,3,2,0
No,30,Sales,1754,Male,94,3,Divorced,2,11,3,1,12,2,3,7,7,1
No,34,Research & Development,1755,Male,97,1,Married,0,14,3,3,6,3,3,5,0,1
No,33,Sales,1756,Female,62,2,Single,8,15,3,0,13,2,2,11,7,1
No,49,Sales,1757,Female,80,2,Single,3,12,3,0,8,1,4,5,1,0
Yes,33,Sales,1758,Female,74,3,Single,2,20,4,0,11,2,2,0,0,0
No,38,Research & Development,1760,Female,75,1,Married,4,14,3,1,9,4,2,6,1,0
Yes,31,Sales,1761,Male,70,3,Married,2,13,3,3,10,2,3,1,0,0
No,29,Research & Development,1762,Female,91,1,Divorced,1,13,3,1,1,2,3,1,0,0
No,30,Research & Development,1763,Male,58,2,Married,3,16,3,1,10,3,3,7,0,1
No,32,Research & Development,1764,Male,65,1,Single,2,14,3,0,12,3,3,7,7,0
No,38,Research & Development,1766,Male,60,2,Married,3,16,3,1,15,2,3,1,0,1
Yes,43,Research & Development,1767,Male,38,1,Married,9,16,3,1,6,4,3,1,0,0
No,42,Research & Development,1768,Male,57,1,Divorced,8,22,4,3,7,6,2,5,3,0
No,55,Research & Development,1770,Male,60,5,Married,8,12,3,3,34,2,3,1,0,0
No,33,Research & Development,1771,Male,90,2,Divorced,5,15,3,2,11,2,2,9,8,1
No,41,Research & Development,1772,Male,94,1,Divorced,1,20,4,2,5,2,3,5,3,0
No,34,Sales,1774,Male,87,2,Divorced,1,14,3,1,15,3,3,15,14,0
No,53,Research & Development,1775,Female,60,4,Married,4,20,4,3,27,2,2,3,2,0
No,43,Human Resources,1778,Male,97,1,Single,0,13,3,0,10,5,3,9,7,1
No,34,Sales,1779,Female,32,2,Single,5,12,3,0,6,3,3,2,2,2
Yes,21,Sales,1780,Male,31,1,Single,1,13,3,0,1,3,3,1,0,1
No,38,Research & Development,1782,Female,40,1,Married,1,11,3,1,5,3,3,5,4,0
Yes,22,Research & Development,1783,Female,79,1,Married,1,17,3,0,1,6,3,1,0,0
No,31,Sales,1784,Female,91,2,Married,1,14,3,2,13,3,3,12,7,5
No,51,Research & Development,1786,Female,53,3,Married,2,11,3,0,15,2,3,2,2,2
No,37,Sales,1787,Male,46,2,Married,1,14,3,2,5,2,3,5,2,0
No,46,Research & Development,1789,Male,46,5,Divorced,7,17,3,1,24,3,3,2,1,2
No,36,Research & Development,1790,Male,90,3,Married,7,13,3,1,15,1,3,12,8,5
Yes,44,Research & Development,1792,Male,99,1,Divorced,1,12,3,3,6,2,2,5,3,2
No,37,Human Resources,1794,Male,89,2,Divorced,2,13,3,0,19,4,2,10,0,4
Yes,35,Sales,1797,Male,84,2,Single,1,18,3,0,10,2,3,10,7,7
No,33,Research & Development,1798,Male,90,1,Married,6,19,3,1,14,1,3,10,8,7
No,28,Research & Development,1799,Male,82,1,Married,1,11,3,1,5,6,4,5,3,0
No,39,Research & Development,1800,Male,65,3,Single,7,21,4,0,9,3,3,4,3,2
No,46,Sales,1801,Male,98,2,Single,8,15,3,0,6,3,3,2,2,2
No,40,Research & Development,1802,Female,99,1,Married,4,17,3,1,7,5,2,4,3,0
No,42,Research & Development,1803,Male,95,2,Married,5,18,3,2,10,2,2,0,0,0
No,35,Research & Development,1804,Male,90,2,Divorced,2,14,3,1,15,6,3,7,7,1
No,38,Human Resources,1805,Male,100,1,Divorced,5,13,3,3,13,3,3,11,10,3
Yes,34,Research & Development,1807,Male,93,2,Married,4,17,3,1,11,3,2,7,1,0
Yes,37,Research & Development,1809,Male,58,2,Single,1,15,3,0,10,4,1,10,3,0
No,39,Sales,1812,Male,83,2,Divorced,2,18,3,1,7,6,3,2,1,2
No,43,Research & Development,1813,Male,52,1,Single,4,13,3,0,7,2,2,3,2,1
No,41,Research & Development,1814,Male,85,2,Single,3,12,3,0,11,3,1,3,2,1
